k,parameter,rejection_rate,infinite_rate,finite_mean_statistic,finite_variance_statistic,family,side,parameter_name
280,0.0,0.0584,0.003,1.002305701877725,0.004424607192905295,log_perturbed_endpoint,H0,theta
290,0.0,0.0602,0.0036,1.0022269221109126,0.004312835783643445,log_perturbed_endpoint,H0,theta
300,0.0,0.0608,0.0034,1.0023306065792195,0.004201286396345875,log_perturbed_endpoint,H0,theta
310,0.0,0.0584,0.0034,1.0019067109199251,0.004053868294474943,log_perturbed_endpoint,H0,theta
320,0.0,0.0568,0.0026,1.0017105029967575,0.003903196257414927,log_perturbed_endpoint,H0,theta
330,0.0,0.057,0.0034,1.0016647568406538,0.00375781253783989,log_perturbed_endpoint,H0,theta
340,0.0,0.0556,0.0036,1.0016515349806563,0.0036157767508403077,log_perturbed_endpoint,H0,theta
350,0.0,0.0582,0.0032,1.0018874960451265,0.003537464378822869,log_perturbed_endpoint,H0,theta
360,0.0,0.0558,0.0028,1.0017554013316998,0.0034350974352713006,log_perturbed_endpoint,H0,theta
370,0.0,0.0566,0.0038,1.0017218366029332,0.0033370773411458285,log_perturbed_endpoint,H0,theta
380,0.0,0.0566,0.004,1.0016377527411289,0.003285732541692964,log_perturbed_endpoint,H0,theta
390,0.0,0.0598,0.0034,1.0016646508356863,0.0032626416628025183,log_perturbed_endpoint,H0,theta
400,0.0,0.0604,0.0026,1.0018558305385217,0.003192503992228311,log_perturbed_endpoint,H0,theta
410,0.0,0.0582,0.0032,1.001388093620062,0.0030884754677838262,log_perturbed_endpoint,H0,theta
420,0.0,0.059,0.0026,1.0013875069090823,0.003006115192701285,log_perturbed_endpoint,H0,theta
430,0.0,0.0582,0.0028,1.0013234678105118,0.00290398736971616,log_perturbed_endpoint,H0,theta
440,0.0,0.059,0.0028,1.0012996057136803,0.002846269778393406,log_perturbed_endpoint,H0,theta
450,0.0,0.0556,0.0028,1.001082894115396,0.0027497858218520172,log_perturbed_endpoint,H0,theta
460,0.0,0.0564,0.0024,1.0009211795980946,0.0026969605006201863,log_perturbed_endpoint,H0,theta
470,0.0,0.0548,0.0022,1.0009143687211655,0.002649056687581219,log_perturbed_endpoint,H0,theta
480,0.0,0.0552,0.0026,1.0007935986962817,0.002601767894648545,log_perturbed_endpoint,H0,theta
490,0.0,0.0514,0.002,1.0006226382945123,0.0025305209381971997,log_perturbed_endpoint,H0,theta
500,0.0,0.055,0.0022,1.0006826964459834,0.002489786379681089,log_perturbed_endpoint,H0,theta
10,0.05,0.1764,0.0374,1.152394926037,0.19069515603405282,log_perturbed_endpoint,H1,theta
20,0.05,0.191,0.039,1.133211154530473,0.09327949198408894,log_perturbed_endpoint,H1,theta
30,0.05,0.2096,0.0426,1.1209669551929677,0.06093959241360898,log_perturbed_endpoint,H1,theta
40,0.05,0.2202,0.0434,1.1136752633748068,0.04471737148590465,log_perturbed_endpoint,H1,theta
50,0.05,0.2202,0.0474,1.1062992494069468,0.03444293361651193,log_perturbed_endpoint,H1,theta
60,0.05,0.2406,0.047,1.1034423874815507,0.028641837261773974,log_perturbed_endpoint,H1,theta
70,0.05,0.2488,0.0512,1.0978939539858799,0.023553195332176508,log_perturbed_endpoint,H1,theta
80,0.05,0.246,0.0548,1.093472875832236,0.020277535818061992,log_perturbed_endpoint,H1,theta
90,0.05,0.2454,0.0546,1.0892902698025047,0.01764199897404415,log_perturbed_endpoint,H1,theta
100,0.05,0.2564,0.0568,1.0864757518100026,0.016064213010431216,log_perturbed_endpoint,H1,theta
110,0.05,0.2568,0.059,1.0837450768921133,0.014534056344181104,log_perturbed_endpoint,H1,theta
120,0.05,0.2596,0.0594,1.0813658087964602,0.01324787292173111,log_perturbed_endpoint,H1,theta
130,0.05,0.2624,0.0602,1.078854685105224,0.01254508809361032,log_perturbed_endpoint,H1,theta
140,0.05,0.2656,0.0614,1.0765733386726417,0.011516580531161863,log_perturbed_endpoint,H1,theta
150,0.05,0.2678,0.0612,1.0745877941584319,0.010736386399273365,log_perturbed_endpoint,H1,theta
160,0.05,0.2676,0.0626,1.0728384098153019,0.010055208627707361,log_perturbed_endpoint,H1,theta
170,0.05,0.2666,0.0634,1.071324757130933,0.009503095842141785,log_perturbed_endpoint,H1,theta
180,0.05,0.274,0.0648,1.0698220491707748,0.008999796859402824,log_perturbed_endpoint,H1,theta
190,0.05,0.2766,0.0658,1.0677707378421164,0.00833922910373061,log_perturbed_endpoint,H1,theta
200,0.05,0.276,0.0662,1.0659228956762061,0.007875082119498314,log_perturbed_endpoint,H1,theta
210,0.05,0.2782,0.0676,1.064316040113553,0.007533853227354684,log_perturbed_endpoint,H1,theta
220,0.05,0.2754,0.0696,1.0625818180005637,0.00714537819006961,log_perturbed_endpoint,H1,theta
230,0.05,0.2746,0.0686,1.0611130922987018,0.006797557163700994,log_perturbed_endpoint,H1,theta
240,0.05,0.2752,0.0712,1.0593568279948546,0.006567017108553816,log_perturbed_endpoint,H1,theta
250,0.05,0.2756,0.0702,1.0581844225377253,0.006320187572146849,log_perturbed_endpoint,H1,theta
260,0.05,0.2752,0.0708,1.0565340625255866,0.0059941337129826655,log_perturbed_endpoint,H1,theta
270,0.05,0.2744,0.0692,1.055367784090604,0.005828224687127526,log_perturbed_endpoint,H1,theta
280,0.05,0.2686,0.071,1.0538711196273771,0.005513281365266501,log_perturbed_endpoint,H1,theta
290,0.05,0.2682,0.0722,1.052473092180712,0.005292943931797968,log_perturbed_endpoint,H1,theta
300,0.05,0.2682,0.0732,1.0513051355988714,0.005073777998359107,log_perturbed_endpoint,H1,theta
310,0.05,0.2638,0.072,1.050442315182757,0.004924031070727043,log_perturbed_endpoint,H1,theta
320,0.05,0.2642,0.0728,1.0492871705938616,0.004723753543689326,log_perturbed_endpoint,H1,theta
330,0.05,0.2628,0.074,1.0480889337916575,0.004537220196986039,log_perturbed_endpoint,H1,theta
340,0.05,0.2578,0.0736,1.046918965281604,0.004383653433870553,log_perturbed_endpoint,H1,theta
350,0.05,0.2542,0.0724,1.046182148034425,0.004284682138703682,log_perturbed_endpoint,H1,theta
360,0.05,0.2544,0.073,1.0447905148646648,0.00415444471388123,log_perturbed_endpoint,H1,theta
370,0.05,0.2514,0.0734,1.043807656807017,0.003987017725425185,log_perturbed_endpoint,H1,theta
380,0.05,0.2468,0.071,1.0425237532354372,0.0038804705753891487,log_perturbed_endpoint,H1,theta
390,0.05,0.2428,0.0726,1.0415232364006075,0.003745937813432633,log_perturbed_endpoint,H1,theta
400,0.05,0.2448,0.071,1.0404261679163826,0.0036232130248718296,log_perturbed_endpoint,H1,theta
410,0.05,0.2418,0.0694,1.0394565915442617,0.0035553979128230386,log_perturbed_endpoint,H1,theta
420,0.05,0.2412,0.0698,1.0383351419878697,0.0034421349098197845,log_perturbed_endpoint,H1,theta
430,0.05,0.2364,0.069,1.0374632083708928,0.0033234223267445823,log_perturbed_endpoint,H1,theta
440,0.05,0.2364,0.069,1.0366315875688636,0.0032125887777824436,log_perturbed_endpoint,H1,theta
450,0.05,0.2318,0.0686,1.0356991819146661,0.0031444234949417676,log_perturbed_endpoint,H1,theta
460,0.05,0.2314,0.0698,1.0350218021718491,0.0030745519796110937,log_perturbed_endpoint,H1,theta
470,0.05,0.233,0.069,1.0342051827384113,0.002988216239813164,log_perturbed_endpoint,H1,theta
480,0.05,0.23,0.0686,1.03320269145337,0.002934240640713529,log_perturbed_endpoint,H1,theta
490,0.05,0.2264,0.0676,1.0323537566883114,0.002893609636120704,log_perturbed_endpoint,H1,theta
500,0.05,0.2234,0.0674,1.0315890628116116,0.0028010048232426864,log_perturbed_endpoint,H1,theta
10,0.1,0.2846,0.0936,1.2609454222740188,0.22848645082319227,log_perturbed_endpoint,H1,theta
20,0.1,0.354,0.119,1.2435060823915012,0.11161941365936705,log_perturbed_endpoint,H1,theta
30,0.1,0.4018,0.1386,1.2277293183879348,0.07477579670380055,log_perturbed_endpoint,H1,theta
40,0.1,0.4422,0.1544,1.2182337804744179,0.05588683328209171,log_perturbed_endpoint,H1,theta
50,0.1,0.4678,0.1746,1.204882576447323,0.04311628237958568,log_perturbed_endpoint,H1,theta
60,0.1,0.4962,0.1928,1.1958671178188895,0.03539629061983309,log_perturbed_endpoint,H1,theta
70,0.1,0.5132,0.2026,1.185426669569966,0.02937050028476392,log_perturbed_endpoint,H1,theta
80,0.1,0.5324,0.2136,1.176671412693882,0.024571538464567774,log_perturbed_endpoint,H1,theta
90,0.1,0.5378,0.2264,1.1708693462142037,0.02239388090170533,log_perturbed_endpoint,H1,theta
100,0.1,0.5554,0.2322,1.1669950963267997,0.020101920920447866,log_perturbed_endpoint,H1,theta
110,0.1,0.5754,0.2432,1.1630045310605848,0.018443260095705384,log_perturbed_endpoint,H1,theta
120,0.1,0.5854,0.2512,1.1569428618692688,0.01653550219917597,log_perturbed_endpoint,H1,theta
130,0.1,0.5936,0.2548,1.1529297991782046,0.015236277334457453,log_perturbed_endpoint,H1,theta
140,0.1,0.5924,0.2638,1.1487849563899657,0.013690228278495288,log_perturbed_endpoint,H1,theta
150,0.1,0.6022,0.267,1.1444994844605711,0.012561249818698137,log_perturbed_endpoint,H1,theta
160,0.1,0.6144,0.2716,1.1423219223047996,0.011662358351379402,log_perturbed_endpoint,H1,theta
170,0.1,0.6094,0.276,1.1382111798601282,0.010972256761663822,log_perturbed_endpoint,H1,theta
180,0.1,0.6152,0.2836,1.1350806543270355,0.010226505540586338,log_perturbed_endpoint,H1,theta
190,0.1,0.6196,0.2882,1.1312262897548826,0.009513161621917664,log_perturbed_endpoint,H1,theta
200,0.1,0.6178,0.2928,1.1276008680916247,0.009020541537015148,log_perturbed_endpoint,H1,theta
210,0.1,0.6184,0.2938,1.1245246015042272,0.008465685474839982,log_perturbed_endpoint,H1,theta
220,0.1,0.625,0.2992,1.1209205604871613,0.007906513402994616,log_perturbed_endpoint,H1,theta
230,0.1,0.6224,0.3012,1.1175189516578699,0.007630719140347625,log_perturbed_endpoint,H1,theta
240,0.1,0.6188,0.3012,1.1148651700413732,0.007333187676735719,log_perturbed_endpoint,H1,theta
250,0.1,0.6194,0.3034,1.1122011788615949,0.007001002217757256,log_perturbed_endpoint,H1,theta
260,0.1,0.6222,0.3052,1.1089830936089582,0.006646449004385361,log_perturbed_endpoint,H1,theta
270,0.1,0.6238,0.3076,1.1065680430496585,0.006439691804738249,log_perturbed_endpoint,H1,theta
280,0.1,0.6194,0.308,1.1040811516424396,0.00621283691573593,log_perturbed_endpoint,H1,theta
290,0.1,0.6118,0.3076,1.1017159366210836,0.006055569738025181,log_perturbed_endpoint,H1,theta
300,0.1,0.6198,0.3072,1.0992318163625812,0.005786441787948001,log_perturbed_endpoint,H1,theta
310,0.1,0.619,0.3078,1.0972000637214834,0.00552972338266098,log_perturbed_endpoint,H1,theta
320,0.1,0.6124,0.3094,1.0940664751879796,0.005365324750327646,log_perturbed_endpoint,H1,theta
330,0.1,0.6064,0.3074,1.0923362133889338,0.005170648155710336,log_perturbed_endpoint,H1,theta
340,0.1,0.605,0.312,1.0897074664583122,0.0049078989656570005,log_perturbed_endpoint,H1,theta
350,0.1,0.6032,0.3102,1.087587175869335,0.004855371861175834,log_perturbed_endpoint,H1,theta
360,0.1,0.5994,0.3106,1.08540695680518,0.004656649897265212,log_perturbed_endpoint,H1,theta
370,0.1,0.5912,0.311,1.0829642302454947,0.004576649366262186,log_perturbed_endpoint,H1,theta
380,0.1,0.59,0.3118,1.0809566475360397,0.004519236241388873,log_perturbed_endpoint,H1,theta
390,0.1,0.5852,0.312,1.0786266383252001,0.004297541043105271,log_perturbed_endpoint,H1,theta
400,0.1,0.5778,0.3122,1.0760843831010916,0.004213492695505315,log_perturbed_endpoint,H1,theta
410,0.1,0.5702,0.3112,1.0743230566989632,0.004124142308310745,log_perturbed_endpoint,H1,theta
420,0.1,0.5602,0.3112,1.0722163909971905,0.003956933637243978,log_perturbed_endpoint,H1,theta
430,0.1,0.557,0.3128,1.0699336237230266,0.003758266865506501,log_perturbed_endpoint,H1,theta
440,0.1,0.549,0.3114,1.068061681639216,0.003638759378698688,log_perturbed_endpoint,H1,theta
450,0.1,0.547,0.312,1.0660450121764244,0.0035127485149110617,log_perturbed_endpoint,H1,theta
460,0.1,0.5402,0.314,1.0642188525635154,0.003431188497663709,log_perturbed_endpoint,H1,theta
470,0.1,0.5352,0.3104,1.0626189814575928,0.0033833256796399246,log_perturbed_endpoint,H1,theta
480,0.1,0.5348,0.3118,1.0606198959020243,0.0032744955382184708,log_perturbed_endpoint,H1,theta
490,0.1,0.5296,0.3084,1.0592985074683527,0.0032065370102890753,log_perturbed_endpoint,H1,theta
500,0.1,0.5214,0.3042,1.0577163536849108,0.00310386594066775,log_perturbed_endpoint,H1,theta
10,0.2,0.5494,0.2792,1.5126583393365658,0.3508716949466575,log_perturbed_endpoint,H1,theta
20,0.2,0.6956,0.401,1.4496658278944339,0.15500028703888874,log_perturbed_endpoint,H1,theta
30,0.2,0.774,0.4778,1.427033279193058,0.10534883201143033,log_perturbed_endpoint,H1,theta
40,0.2,0.8278,0.538,1.4000572470032542,0.07347936527072527,log_perturbed_endpoint,H1,theta
50,0.2,0.863,0.5828,1.3808118828264933,0.05643364132081512,log_perturbed_endpoint,H1,theta
60,0.2,0.8906,0.6158,1.370269418261285,0.047346841755401416,log_perturbed_endpoint,H1,theta
70,0.2,0.9092,0.6498,1.3538616374157488,0.04035844746159544,log_perturbed_endpoint,H1,theta
80,0.2,0.9224,0.6774,1.3406919891890903,0.03388351082639247,log_perturbed_endpoint,H1,theta
90,0.2,0.933,0.6976,1.3294098772391545,0.029515018126033916,log_perturbed_endpoint,H1,theta
100,0.2,0.9346,0.7194,1.3133142746743232,0.02630143178072537,log_perturbed_endpoint,H1,theta
110,0.2,0.9414,0.73,1.3053946119164235,0.02446883309332854,log_perturbed_endpoint,H1,theta
120,0.2,0.9462,0.7426,1.2937918405455426,0.022503551837042314,log_perturbed_endpoint,H1,theta
130,0.2,0.9502,0.7548,1.2831568216192255,0.01941169010003244,log_perturbed_endpoint,H1,theta
140,0.2,0.9556,0.764,1.276444602087905,0.017746742769551502,log_perturbed_endpoint,H1,theta
150,0.2,0.9572,0.775,1.266863748373176,0.01607832871664648,log_perturbed_endpoint,H1,theta
160,0.2,0.9612,0.7846,1.26282106525167,0.014576567291998759,log_perturbed_endpoint,H1,theta
170,0.2,0.9642,0.7896,1.2563074392531817,0.013799345285996878,log_perturbed_endpoint,H1,theta
180,0.2,0.9666,0.7984,1.2491914577244485,0.012620101898791012,log_perturbed_endpoint,H1,theta
190,0.2,0.9662,0.8044,1.2417916175929669,0.011671999580827678,log_perturbed_endpoint,H1,theta
200,0.2,0.9688,0.8112,1.2335058478603311,0.010358752375745406,log_perturbed_endpoint,H1,theta
210,0.2,0.9664,0.8168,1.2251737363423403,0.010099717709574565,log_perturbed_endpoint,H1,theta
220,0.2,0.9676,0.8194,1.218479721709573,0.009672930677790226,log_perturbed_endpoint,H1,theta
230,0.2,0.9674,0.823,1.2115072182549913,0.009234985912293981,log_perturbed_endpoint,H1,theta
240,0.2,0.966,0.8258,1.2067374754324995,0.008942506043040378,log_perturbed_endpoint,H1,theta
250,0.2,0.9672,0.8294,1.1979819380638412,0.008181717020759654,log_perturbed_endpoint,H1,theta
260,0.2,0.967,0.8316,1.1938807192776186,0.00781445218368661,log_perturbed_endpoint,H1,theta
270,0.2,0.9648,0.8328,1.187310762199555,0.00727136134227442,log_perturbed_endpoint,H1,theta
280,0.2,0.9652,0.835,1.1816723783454004,0.006962880707103794,log_perturbed_endpoint,H1,theta
290,0.2,0.963,0.8352,1.1760211968591037,0.006532192745164453,log_perturbed_endpoint,H1,theta
300,0.2,0.9644,0.8346,1.1711553425613925,0.006379779851485859,log_perturbed_endpoint,H1,theta
310,0.2,0.963,0.8364,1.1663225924766936,0.006238533993651632,log_perturbed_endpoint,H1,theta
320,0.2,0.963,0.8368,1.1612537131721787,0.005862976896532521,log_perturbed_endpoint,H1,theta
330,0.2,0.9608,0.837,1.1572909082238148,0.005621931628779596,log_perturbed_endpoint,H1,theta
340,0.2,0.9596,0.8374,1.1531639378527183,0.00552410340170016,log_perturbed_endpoint,H1,theta
350,0.2,0.9598,0.8382,1.1493146400238854,0.00527138190240013,log_perturbed_endpoint,H1,theta
360,0.2,0.9594,0.8372,1.1447700023047291,0.005029823792079989,log_perturbed_endpoint,H1,theta
370,0.2,0.9572,0.8372,1.1399923965788268,0.004812808454299546,log_perturbed_endpoint,H1,theta
380,0.2,0.9544,0.8356,1.1347687541960667,0.004683331814108129,log_perturbed_endpoint,H1,theta
390,0.2,0.9536,0.836,1.131268652594909,0.004645643636221964,log_perturbed_endpoint,H1,theta
400,0.2,0.9524,0.8334,1.127230258147245,0.004504096255382464,log_perturbed_endpoint,H1,theta
410,0.2,0.9472,0.8336,1.1229683864754076,0.004439159513651162,log_perturbed_endpoint,H1,theta
420,0.2,0.9452,0.8346,1.1201524388312512,0.004362503180485012,log_perturbed_endpoint,H1,theta
430,0.2,0.9446,0.8332,1.1164614720930037,0.004307184361026606,log_perturbed_endpoint,H1,theta
440,0.2,0.9408,0.833,1.1129301752793572,0.00421493495496092,log_perturbed_endpoint,H1,theta
450,0.2,0.9364,0.8314,1.1097614861843947,0.004248402684484865,log_perturbed_endpoint,H1,theta
460,0.2,0.9332,0.8292,1.1064511913795354,0.0042371114670565774,log_perturbed_endpoint,H1,theta
470,0.2,0.9296,0.828,1.1027095567144216,0.004211903731767515,log_perturbed_endpoint,H1,theta
480,0.2,0.9246,0.8256,1.098688040893692,0.0040949307706356144,log_perturbed_endpoint,H1,theta
490,0.2,0.9214,0.825,1.0949762049080445,0.0038104876178945996,log_perturbed_endpoint,H1,theta
500,0.2,0.916,0.8232,1.0910531932051926,0.0037292574736762247,log_perturbed_endpoint,H1,theta
10,0.35,0.8374,0.6268,1.7921662842875168,0.46127081364007266,log_perturbed_endpoint,H1,theta
20,0.35,0.942,0.7922,1.7203621552300006,0.220700093262086,log_perturbed_endpoint,H1,theta
30,0.35,0.9734,0.868,1.673399823086273,0.1325421998146211,log_perturbed_endpoint,H1,theta
40,0.35,0.987,0.9122,1.6320039578395182,0.09462535777880254,log_perturbed_endpoint,H1,theta
50,0.35,0.994,0.9376,1.592883311785587,0.07674547547460332,log_perturbed_endpoint,H1,theta
60,0.35,0.9962,0.9546,1.569752790417692,0.06038260693560614,log_perturbed_endpoint,H1,theta
70,0.35,0.998,0.9664,1.5404407484048657,0.04284741713911854,log_perturbed_endpoint,H1,theta
80,0.35,0.9982,0.9736,1.5494469296123445,0.04970136966145395,log_perturbed_endpoint,H1,theta
90,0.35,0.999,0.9788,1.5446693677951946,0.036675967770668526,log_perturbed_endpoint,H1,theta
100,0.35,0.9994,0.9812,1.5426622518906443,0.038876520250269636,log_perturbed_endpoint,H1,theta
110,0.35,0.9994,0.985,1.5041250683181393,0.03583060525018135,log_perturbed_endpoint,H1,theta
120,0.35,0.9998,0.9882,1.473405699693199,0.032420213443502696,log_perturbed_endpoint,H1,theta
130,0.35,0.9996,0.9898,1.4389131124207488,0.030747574117748658,log_perturbed_endpoint,H1,theta
140,0.35,0.9998,0.9908,1.4208505304491241,0.02453150429102476,log_perturbed_endpoint,H1,theta
150,0.35,0.9998,0.991,1.4143589745053369,0.026750930704496335,log_perturbed_endpoint,H1,theta
160,0.35,0.9998,0.9918,1.3984081016022032,0.023767852952071337,log_perturbed_endpoint,H1,theta
170,0.35,0.9998,0.9926,1.3715361318360118,0.017230064904160968,log_perturbed_endpoint,H1,theta
180,0.35,0.9998,0.993,1.3648906324767835,0.02433006701228051,log_perturbed_endpoint,H1,theta
190,0.35,0.9998,0.9932,1.3668137819196777,0.02715700186781739,log_perturbed_endpoint,H1,theta
200,0.35,0.9996,0.9938,1.3314958388610223,0.022091682216838503,log_perturbed_endpoint,H1,theta
210,0.35,0.9996,0.9934,1.3351547390063525,0.02041594479615899,log_perturbed_endpoint,H1,theta
220,0.35,0.9996,0.994,1.3180065323809071,0.01817620075450083,log_perturbed_endpoint,H1,theta
230,0.35,0.9996,0.9938,1.3094061177373875,0.0168297506182048,log_perturbed_endpoint,H1,theta
240,0.35,0.9996,0.994,1.3038877640477515,0.017359235309105547,log_perturbed_endpoint,H1,theta
250,0.35,0.9994,0.9944,1.2796139449943664,0.015575520267044797,log_perturbed_endpoint,H1,theta
260,0.35,0.9994,0.9944,1.2830415165352218,0.01659605302329738,log_perturbed_endpoint,H1,theta
270,0.35,0.9992,0.9946,1.272298676034363,0.016562196529656067,log_perturbed_endpoint,H1,theta
280,0.35,0.9994,0.9944,1.2661322078363433,0.015346017114039708,log_perturbed_endpoint,H1,theta
290,0.35,0.9996,0.9944,1.2552323492381066,0.013403763954897485,log_perturbed_endpoint,H1,theta
300,0.35,0.9996,0.9944,1.2411676750828942,0.011957856310261925,log_perturbed_endpoint,H1,theta
310,0.35,0.9998,0.9948,1.2332017757365177,0.013648962107283495,log_perturbed_endpoint,H1,theta
320,0.35,0.9996,0.995,1.2173608626563792,0.010544973431044156,log_perturbed_endpoint,H1,theta
330,0.35,0.9994,0.9944,1.227615931260639,0.01359692629128296,log_perturbed_endpoint,H1,theta
340,0.35,0.9996,0.9948,1.2087521828521868,0.011198489277920429,log_perturbed_endpoint,H1,theta
350,0.35,0.9996,0.9948,1.2055974789854567,0.010242694128790895,log_perturbed_endpoint,H1,theta
360,0.35,0.9994,0.9946,1.1974895291652057,0.010430352680906141,log_perturbed_endpoint,H1,theta
370,0.35,0.9992,0.9946,1.1898064724589519,0.010177979808963528,log_perturbed_endpoint,H1,theta
380,0.35,0.9992,0.9948,1.1781370602340901,0.009031991133214061,log_perturbed_endpoint,H1,theta
390,0.35,0.999,0.9946,1.1677589003603528,0.00882775189714354,log_perturbed_endpoint,H1,theta
400,0.35,0.9984,0.9944,1.1556037114354303,0.007378846263517975,log_perturbed_endpoint,H1,theta
410,0.35,0.9984,0.9942,1.1547701479851389,0.007763756335298528,log_perturbed_endpoint,H1,theta
420,0.35,0.9982,0.9934,1.1602932385047064,0.0076437810945528435,log_perturbed_endpoint,H1,theta
430,0.35,0.9978,0.9936,1.1468582805590068,0.006471434046209948,log_perturbed_endpoint,H1,theta
440,0.35,0.9982,0.9934,1.1458493437046267,0.005924575417310056,log_perturbed_endpoint,H1,theta
450,0.35,0.9974,0.993,1.1315886719795418,0.005976229799945643,log_perturbed_endpoint,H1,theta
460,0.35,0.9976,0.993,1.1241906337345442,0.005923995948139625,log_perturbed_endpoint,H1,theta
470,0.35,0.9974,0.9926,1.1186325618166375,0.006023232205935427,log_perturbed_endpoint,H1,theta
480,0.35,0.9968,0.9926,1.1112054269729652,0.005943763275601658,log_perturbed_endpoint,H1,theta
490,0.35,0.9968,0.9922,1.1092458616705922,0.005916309133237927,log_perturbed_endpoint,H1,theta
500,0.35,0.9968,0.9922,1.101132441173752,0.005336818474127422,log_perturbed_endpoint,H1,theta
