k,parameter,rejection_rate,infinite_rate,finite_mean_statistic,finite_variance_statistic,family,side,parameter_name
480,0.3,0.1168,0.1048,0.9667780604935825,0.0025585908715637373,power_endpoint,H1,beta
490,0.3,0.1128,0.1028,0.9653024639978869,0.002493464226537799,power_endpoint,H1,beta
500,0.3,0.1098,0.1002,0.9638975320414092,0.0024081262429626504,power_endpoint,H1,beta
10,0.27,0.4534,0.2246,1.3826986874070244,0.2840973213062479,power_endpoint,H1,beta
20,0.27,0.5178,0.2784,1.305180664500775,0.126769339899535,power_endpoint,H1,beta
30,0.27,0.538,0.3024,1.2561651501041609,0.07861799447405728,power_endpoint,H1,beta
40,0.27,0.5536,0.3176,1.2215256344753052,0.05478014327554188,power_endpoint,H1,beta
50,0.27,0.5634,0.3274,1.196393834692918,0.04344697259487567,power_endpoint,H1,beta
60,0.27,0.5518,0.3324,1.17114079717249,0.03337726509249196,power_endpoint,H1,beta
70,0.27,0.5402,0.3374,1.1523156075149668,0.027985540606136713,power_endpoint,H1,beta
80,0.27,0.5392,0.3432,1.1361830283652832,0.02368718177748811,power_endpoint,H1,beta
90,0.27,0.5272,0.3424,1.1225381009483137,0.02044537300404,power_endpoint,H1,beta
100,0.27,0.5202,0.3426,1.1105649003637037,0.018321693533722337,power_endpoint,H1,beta
110,0.27,0.5054,0.3408,1.097257967192338,0.016292678018947116,power_endpoint,H1,beta
120,0.27,0.4956,0.3404,1.08865359318616,0.014702898313494573,power_endpoint,H1,beta
130,0.27,0.4812,0.337,1.0786845077386944,0.012982368132713641,power_endpoint,H1,beta
140,0.27,0.468,0.335,1.069147358933741,0.011980852792111963,power_endpoint,H1,beta
150,0.27,0.4532,0.3338,1.0599617768167517,0.010560432674971207,power_endpoint,H1,beta
160,0.27,0.4372,0.3298,1.0531852965883282,0.010119409714294144,power_endpoint,H1,beta
170,0.27,0.4306,0.3294,1.0452543441227928,0.009165481849434049,power_endpoint,H1,beta
180,0.27,0.4166,0.3194,1.0395860103573693,0.008781870468664008,power_endpoint,H1,beta
190,0.27,0.4078,0.319,1.032800823666669,0.008147168411385781,power_endpoint,H1,beta
200,0.27,0.3944,0.3144,1.0271181617744738,0.0076274929348097605,power_endpoint,H1,beta
210,0.27,0.3856,0.3132,1.021522163534766,0.0072101797842844765,power_endpoint,H1,beta
220,0.27,0.3714,0.3068,1.016414387889174,0.006741254205722216,power_endpoint,H1,beta
230,0.27,0.3616,0.3022,1.0114415253977598,0.006331958175514169,power_endpoint,H1,beta
240,0.27,0.3512,0.295,1.007121580247276,0.006079168218118471,power_endpoint,H1,beta
250,0.27,0.336,0.2896,1.0028866125635767,0.005782283561075558,power_endpoint,H1,beta
260,0.27,0.3272,0.2846,0.9975360949015141,0.005512093993485558,power_endpoint,H1,beta
270,0.27,0.3178,0.2786,0.9936944280368933,0.005201416127559901,power_endpoint,H1,beta
280,0.27,0.3072,0.275,0.9893028853538708,0.004879659875113773,power_endpoint,H1,beta
290,0.27,0.2996,0.271,0.9853491794104307,0.00468118385993374,power_endpoint,H1,beta
300,0.27,0.2892,0.2646,0.982056800018674,0.00446129154230591,power_endpoint,H1,beta
310,0.27,0.283,0.2622,0.9784733424893097,0.004279710807954482,power_endpoint,H1,beta
320,0.27,0.2746,0.2558,0.9750341139104886,0.0041141471147502495,power_endpoint,H1,beta
330,0.27,0.2686,0.252,0.9715776721355678,0.003933090851442961,power_endpoint,H1,beta
340,0.27,0.2642,0.2492,0.9680680350595866,0.0037732720272567783,power_endpoint,H1,beta
350,0.27,0.2598,0.246,0.9650140355011231,0.003587578874287688,power_endpoint,H1,beta
360,0.27,0.2544,0.243,0.9617810492271418,0.003439302982942783,power_endpoint,H1,beta
370,0.27,0.2478,0.2388,0.9589458242463006,0.003305085059088352,power_endpoint,H1,beta
380,0.27,0.2398,0.2324,0.9557925906415236,0.003157712904462332,power_endpoint,H1,beta
390,0.27,0.2332,0.2274,0.9528963561709235,0.0030686153444789872,power_endpoint,H1,beta
400,0.27,0.2278,0.2228,0.9500879981509657,0.002959615615617552,power_endpoint,H1,beta
410,0.27,0.2226,0.2186,0.9473962872259665,0.002883113025952234,power_endpoint,H1,beta
420,0.27,0.219,0.2154,0.944560244279836,0.002818493781976374,power_endpoint,H1,beta
430,0.27,0.2132,0.2102,0.942427347765618,0.0027088366844304854,power_endpoint,H1,beta
440,0.27,0.2088,0.206,0.9400164805810948,0.002651398952482649,power_endpoint,H1,beta
450,0.27,0.2026,0.2006,0.9374834052643384,0.0026007350338162513,power_endpoint,H1,beta
460,0.27,0.1994,0.1966,0.9352413668844675,0.0025213771804891687,power_endpoint,H1,beta
470,0.27,0.1934,0.1916,0.9330234386536902,0.0024512440018342346,power_endpoint,H1,beta
480,0.27,0.189,0.1876,0.9307610637077077,0.0023837658238872444,power_endpoint,H1,beta
490,0.27,0.1838,0.1832,0.9285149639878467,0.0023137153995688845,power_endpoint,H1,beta
500,0.27,0.1812,0.1804,0.9264473056882998,0.0022509202864750373,power_endpoint,H1,beta
10,0.25,0.539,0.3042,1.4417667470298203,0.31787032646424973,power_endpoint,H1,beta
20,0.25,0.6082,0.3666,1.3446087807453644,0.13755484526177286,power_endpoint,H1,beta
30,0.25,0.627,0.3992,1.2874349401682799,0.0894551361550455,power_endpoint,H1,beta
40,0.25,0.639,0.4136,1.2441857393641131,0.059709517138609565,power_endpoint,H1,beta
50,0.25,0.6414,0.4296,1.2112680605098463,0.04301945842445028,power_endpoint,H1,beta
60,0.25,0.6372,0.4396,1.1839781130434968,0.036556365826818156,power_endpoint,H1,beta
70,0.25,0.6288,0.44,1.1629305583491496,0.029568620977348168,power_endpoint,H1,beta
80,0.25,0.6174,0.4398,1.1438002363378712,0.025668781894754897,power_endpoint,H1,beta
90,0.25,0.6064,0.44,1.1273673043351335,0.022391366133917477,power_endpoint,H1,beta
100,0.25,0.5938,0.439,1.1125941583901975,0.01941356845027374,power_endpoint,H1,beta
110,0.25,0.5822,0.4376,1.0999526605956282,0.016601510987669633,power_endpoint,H1,beta
120,0.25,0.5708,0.4344,1.088773668240782,0.014824924308549117,power_endpoint,H1,beta
130,0.25,0.5556,0.4274,1.0782372955091917,0.013194923031375405,power_endpoint,H1,beta
140,0.25,0.539,0.4234,1.0667697663991464,0.012261834477830618,power_endpoint,H1,beta
150,0.25,0.5224,0.4208,1.0562559494906327,0.01123191377448444,power_endpoint,H1,beta
160,0.25,0.507,0.4174,1.046531046521414,0.010090018401981158,power_endpoint,H1,beta
170,0.25,0.491,0.4138,1.0383724484301997,0.009315743259839906,power_endpoint,H1,beta
180,0.25,0.481,0.4102,1.0305592295574124,0.008699509079392542,power_endpoint,H1,beta
190,0.25,0.4672,0.4022,1.0236299122720698,0.007996262630710422,power_endpoint,H1,beta
200,0.25,0.4512,0.3948,1.0161230470831977,0.007358980429019271,power_endpoint,H1,beta
210,0.25,0.4402,0.39,1.0103567492011385,0.007001433827051793,power_endpoint,H1,beta
220,0.25,0.4288,0.3836,1.0036795858804537,0.0066170085861728825,power_endpoint,H1,beta
230,0.25,0.4126,0.3776,0.9973677853651015,0.006081578493346285,power_endpoint,H1,beta
240,0.25,0.4032,0.3728,0.9911944756732826,0.005815151437187364,power_endpoint,H1,beta
250,0.25,0.394,0.3674,0.985734498105329,0.0054374526639993735,power_endpoint,H1,beta
260,0.25,0.3858,0.3622,0.9800813578798648,0.0051860085410228305,power_endpoint,H1,beta
270,0.25,0.377,0.3544,0.9752918820867909,0.005043459076570121,power_endpoint,H1,beta
280,0.25,0.3662,0.3496,0.9704600852563524,0.004744440465178969,power_endpoint,H1,beta
290,0.25,0.3572,0.3428,0.9659290136481299,0.00459833373157402,power_endpoint,H1,beta
300,0.25,0.3452,0.3352,0.9612724321627855,0.004326029645459236,power_endpoint,H1,beta
310,0.25,0.3366,0.3292,0.9569674658142867,0.004129981719762571,power_endpoint,H1,beta
320,0.25,0.329,0.322,0.9533291446849909,0.003972163562592674,power_endpoint,H1,beta
330,0.25,0.3226,0.3172,0.9489429075813213,0.003778193389103417,power_endpoint,H1,beta
340,0.25,0.3136,0.309,0.944995221335854,0.003643060609013377,power_endpoint,H1,beta
350,0.25,0.3074,0.3046,0.9406052417628769,0.003456909864844888,power_endpoint,H1,beta
360,0.25,0.3022,0.299,0.9367731365108082,0.0033298163276411423,power_endpoint,H1,beta
370,0.25,0.2944,0.2918,0.9334760208296948,0.0032634234716748013,power_endpoint,H1,beta
380,0.25,0.2888,0.2864,0.929865723162617,0.0031149324125445037,power_endpoint,H1,beta
390,0.25,0.28,0.2788,0.9264714007386877,0.002985130329866424,power_endpoint,H1,beta
400,0.25,0.275,0.2736,0.9234179504706406,0.0028900274844315785,power_endpoint,H1,beta
410,0.25,0.2696,0.2686,0.9204045647846723,0.0028188436313540703,power_endpoint,H1,beta
420,0.25,0.2632,0.2622,0.9177948083303274,0.0027487529841523587,power_endpoint,H1,beta
430,0.25,0.2574,0.2568,0.9146225579057534,0.002648505852601342,power_endpoint,H1,beta
440,0.25,0.2508,0.2504,0.9116517125387893,0.0025471219308842246,power_endpoint,H1,beta
450,0.25,0.242,0.2418,0.9086676330170304,0.0024277940547499737,power_endpoint,H1,beta
460,0.25,0.2366,0.2364,0.905733540966738,0.0023691264872598926,power_endpoint,H1,beta
470,0.25,0.2314,0.2312,0.9028573223901312,0.0022798363390919246,power_endpoint,H1,beta
480,0.25,0.226,0.226,0.900115648627108,0.002231174280193254,power_endpoint,H1,beta
490,0.25,0.2214,0.2214,0.8974357597132758,0.0021564846368573912,power_endpoint,H1,beta
500,0.25,0.2168,0.2168,0.8949657017593501,0.0020848116944067407,power_endpoint,H1,beta
10,-0.5,0.0,0.0,0.38009994513040063,0.012592313445851551,log_perturbed_endpoint,H0,theta
20,-0.5,0.0,0.0,0.4026526003415155,0.007014048683265117,log_perturbed_endpoint,H0,theta
30,-0.5,0.0,0.0,0.42032431098565376,0.005230482327778314,log_perturbed_endpoint,H0,theta
40,-0.5,0.0,0.0,0.4358761232603591,0.004365738485669693,log_perturbed_endpoint,H0,theta
50,-0.5,0.0,0.0,0.4489320067111854,0.003635678179114494,log_perturbed_endpoint,H0,theta
60,-0.5,0.0,0.0,0.4597569248439506,0.003214051127272369,log_perturbed_endpoint,H0,theta
70,-0.5,0.0,0.0,0.47097069647244305,0.002922984264736144,log_perturbed_endpoint,H0,theta
80,-0.5,0.0,0.0,0.4801373230698278,0.0026773266088765397,log_perturbed_endpoint,H0,theta
90,-0.5,0.0,0.0,0.4889091967469949,0.0024339639022871984,log_perturbed_endpoint,H0,theta
100,-0.5,0.0,0.0,0.49776097142065917,0.0022957904667798975,log_perturbed_endpoint,H0,theta
110,-0.5,0.0,0.0,0.5060831074548334,0.002138764423496218,log_perturbed_endpoint,H0,theta
120,-0.5,0.0,0.0,0.514082177265294,0.0020826558773409873,log_perturbed_endpoint,H0,theta
130,-0.5,0.0,0.0,0.5219090602832758,0.001979493534981995,log_perturbed_endpoint,H0,theta
140,-0.5,0.0,0.0,0.5295934420233418,0.0019367569504930788,log_perturbed_endpoint,H0,theta
150,-0.5,0.0,0.0,0.5362389526567332,0.0018538169532829355,log_perturbed_endpoint,H0,theta
160,-0.5,0.0,0.0,0.5431439897801502,0.0017984102851661932,log_perturbed_endpoint,H0,theta
170,-0.5,0.0,0.0,0.5499439805158285,0.0017417752752314157,log_perturbed_endpoint,H0,theta
180,-0.5,0.0,0.0,0.5565088772160712,0.0016716753013241437,log_perturbed_endpoint,H0,theta
190,-0.5,0.0,0.0,0.5628756870426486,0.0016666589910199244,log_perturbed_endpoint,H0,theta
200,-0.5,0.0,0.0,0.5691901554148993,0.0016236552958066052,log_perturbed_endpoint,H0,theta
210,-0.5,0.0,0.0,0.575298292935453,0.0015829136830254847,log_perturbed_endpoint,H0,theta
220,-0.5,0.0,0.0,0.5812548965347083,0.0015260828653992458,log_perturbed_endpoint,H0,theta
230,-0.5,0.0,0.0,0.5867375215807374,0.0014803333919464296,log_perturbed_endpoint,H0,theta
240,-0.5,0.0,0.0,0.5925084061712638,0.0014248005873612629,log_perturbed_endpoint,H0,theta
250,-0.5,0.0,0.0,0.5980946582784769,0.0013940327193371692,log_perturbed_endpoint,H0,theta
260,-0.5,0.0,0.0,0.6037207006746277,0.0013873133411059948,log_perturbed_endpoint,H0,theta
270,-0.5,0.0,0.0,0.6090873188202408,0.0013484588211726237,log_perturbed_endpoint,H0,theta
280,-0.5,0.0,0.0,0.6145523799819493,0.0013407742548786272,log_perturbed_endpoint,H0,theta
290,-0.5,0.0,0.0,0.6198301341828357,0.0013338106313587452,log_perturbed_endpoint,H0,theta
300,-0.5,0.0,0.0,0.6249910833417816,0.0012977342351138642,log_perturbed_endpoint,H0,theta
310,-0.5,0.0,0.0,0.6302139847795641,0.0012639037120268436,log_perturbed_endpoint,H0,theta
320,-0.5,0.0,0.0,0.6351410648249195,0.0012488678250204494,log_perturbed_endpoint,H0,theta
330,-0.5,0.0,0.0,0.6398751156046797,0.0012275637477944911,log_perturbed_endpoint,H0,theta
340,-0.5,0.0,0.0,0.6447820321886184,0.001209357359334457,log_perturbed_endpoint,H0,theta
350,-0.5,0.0,0.0,0.6498416898406368,0.001196146704992164,log_perturbed_endpoint,H0,theta
360,-0.5,0.0,0.0,0.6548601918137782,0.001189976944679707,log_perturbed_endpoint,H0,theta
370,-0.5,0.0,0.0,0.6598493455962027,0.0011958880860800322,log_perturbed_endpoint,H0,theta
380,-0.5,0.0,0.0,0.664851777093841,0.0012020033843885179,log_perturbed_endpoint,H0,theta
390,-0.5,0.0,0.0,0.6697301657877167,0.0011929445772842948,log_perturbed_endpoint,H0,theta
400,-0.5,0.0,0.0,0.6746435823186399,0.001168338511983316,log_perturbed_endpoint,H0,theta
410,-0.5,0.0,0.0,0.6792757443519138,0.001148806041296322,log_perturbed_endpoint,H0,theta
420,-0.5,0.0,0.0,0.6838725230758333,0.0011384704226540467,log_perturbed_endpoint,H0,theta
430,-0.5,0.0,0.0,0.6885001932591327,0.001122969981084684,log_perturbed_endpoint,H0,theta
440,-0.5,0.0,0.0,0.6931084584006192,0.001118001737759792,log_perturbed_endpoint,H0,theta
450,-0.5,0.0,0.0,0.6976698192541311,0.0010994409663232223,log_perturbed_endpoint,H0,theta
460,-0.5,0.0,0.0,0.7023629925629957,0.0010961295755864814,log_perturbed_endpoint,H0,theta
470,-0.5,0.0,0.0,0.7068866173189587,0.0010869394850749324,log_perturbed_endpoint,H0,theta
480,-0.5,0.0,0.0,0.711283704878217,0.0010860843142676832,log_perturbed_endpoint,H0,theta
490,-0.5,0.0,0.0,0.7160055140274789,0.0010710743051358569,log_perturbed_endpoint,H0,theta
500,-0.5,0.0,0.0,0.7205445198199397,0.0010592985716792512,log_perturbed_endpoint,H0,theta
10,-0.25,0.0,0.0,0.6097102047508189,0.03656335115039607,log_perturbed_endpoint,H0,theta
20,-0.25,0.0,0.0,0.6225756947097217,0.017860190464126534,log_perturbed_endpoint,H0,theta
30,-0.25,0.0,0.0,0.6366418112534977,0.012826157035346045,log_perturbed_endpoint,H0,theta
40,-0.25,0.0,0.0,0.6488015798384549,0.010440629160609569,log_perturbed_endpoint,H0,theta
50,-0.25,0.0,0.0,0.6583957795286098,0.00850324060960576,log_perturbed_endpoint,H0,theta
60,-0.25,0.0,0.0,0.6678704188676182,0.007178996963388047,log_perturbed_endpoint,H0,theta
70,-0.25,0.0,0.0,0.6763690554933117,0.006241381965887587,log_perturbed_endpoint,H0,theta
80,-0.25,0.0,0.0,0.6846762231293291,0.005784553299663166,log_perturbed_endpoint,H0,theta
90,-0.25,0.0,0.0,0.690490943529401,0.005237565024246002,log_perturbed_endpoint,H0,theta
100,-0.25,0.0,0.0,0.6970961502347626,0.004853774997911559,log_perturbed_endpoint,H0,theta
110,-0.25,0.0,0.0,0.7025772890137553,0.004518653577011687,log_perturbed_endpoint,H0,theta
120,-0.25,0.0,0.0,0.7086725994774937,0.0042873288110471435,log_perturbed_endpoint,H0,theta
130,-0.25,0.0,0.0,0.7143359080457194,0.004017451070978432,log_perturbed_endpoint,H0,theta
140,-0.25,0.0,0.0,0.7196005657037549,0.003732659920454642,log_perturbed_endpoint,H0,theta
150,-0.25,0.0,0.0,0.724559252372075,0.0035442537463382475,log_perturbed_endpoint,H0,theta
160,-0.25,0.0,0.0,0.7294980852313266,0.0033767545325633823,log_perturbed_endpoint,H0,theta
170,-0.25,0.0,0.0,0.7342160128363164,0.0032097667660294575,log_perturbed_endpoint,H0,theta
180,-0.25,0.0,0.0,0.7389596961163472,0.003142780282010179,log_perturbed_endpoint,H0,theta
190,-0.25,0.0,0.0,0.743575570260781,0.0030016264718244782,log_perturbed_endpoint,H0,theta
200,-0.25,0.0,0.0,0.7480751981247353,0.002868443159821789,log_perturbed_endpoint,H0,theta
210,-0.25,0.0,0.0,0.752276265474392,0.0027646358352746117,log_perturbed_endpoint,H0,theta
220,-0.25,0.0,0.0,0.756668695758988,0.0026650638187089687,log_perturbed_endpoint,H0,theta
230,-0.25,0.0,0.0,0.7605587832311542,0.0025934358775768105,log_perturbed_endpoint,H0,theta
240,-0.25,0.0,0.0,0.764909194964903,0.0025451536819647244,log_perturbed_endpoint,H0,theta
250,-0.25,0.0,0.0,0.7690859207164324,0.0024690210490932204,log_perturbed_endpoint,H0,theta
260,-0.25,0.0,0.0,0.7729741224076259,0.002441584156623661,log_perturbed_endpoint,H0,theta
270,-0.25,0.0,0.0,0.7767049062764676,0.00237134783145241,log_perturbed_endpoint,H0,theta
280,-0.25,0.0,0.0,0.7804115218917055,0.002328468872079649,log_perturbed_endpoint,H0,theta
290,-0.25,0.0,0.0,0.7839209949717271,0.00228134929129545,log_perturbed_endpoint,H0,theta
300,-0.25,0.0,0.0,0.7876750243075885,0.0022404190698900863,log_perturbed_endpoint,H0,theta
310,-0.25,0.0,0.0,0.7912196161193819,0.002154149348772516,log_perturbed_endpoint,H0,theta
320,-0.25,0.0,0.0,0.7949549487873081,0.002086555007452091,log_perturbed_endpoint,H0,theta
330,-0.25,0.0,0.0,0.7986884682020337,0.0020448880878622547,log_perturbed_endpoint,H0,theta
340,-0.25,0.0,0.0,0.80204090504511,0.001985071558634122,log_perturbed_endpoint,H0,theta
350,-0.25,0.0,0.0,0.8055677962032718,0.0019608411134717,log_perturbed_endpoint,H0,theta
360,-0.25,0.0,0.0,0.8091159548789684,0.0019346762810063913,log_perturbed_endpoint,H0,theta
370,-0.25,0.0,0.0,0.8124855949887704,0.001909637125755023,log_perturbed_endpoint,H0,theta
380,-0.25,0.0,0.0,0.8158525137130731,0.001876907121760156,log_perturbed_endpoint,H0,theta
390,-0.25,0.0,0.0,0.8192106443968485,0.0018608829479716058,log_perturbed_endpoint,H0,theta
400,-0.25,0.0,0.0,0.822737842941272,0.001816384514216716,log_perturbed_endpoint,H0,theta
410,-0.25,0.0,0.0,0.825996478493591,0.001806208101085768,log_perturbed_endpoint,H0,theta
420,-0.25,0.0,0.0,0.8289483553370858,0.0017709377764090442,log_perturbed_endpoint,H0,theta
430,-0.25,0.0,0.0,0.8323333372115592,0.0017355821145718022,log_perturbed_endpoint,H0,theta
440,-0.25,0.0,0.0,0.8356809836669432,0.0017004978887343472,log_perturbed_endpoint,H0,theta
450,-0.25,0.0,0.0,0.8383688273397817,0.001676402223106393,log_perturbed_endpoint,H0,theta
460,-0.25,0.0,0.0,0.8414690428821509,0.0016573750134497417,log_perturbed_endpoint,H0,theta
470,-0.25,0.0,0.0,0.8444766890382279,0.0016324894012508767,log_perturbed_endpoint,H0,theta
480,-0.25,0.0,0.0,0.8475389516126499,0.0015929442012783057,log_perturbed_endpoint,H0,theta
490,-0.25,0.0,0.0,0.8507766754674,0.001589872840860446,log_perturbed_endpoint,H0,theta
500,-0.25,0.0,0.0,0.8536564299696296,0.0015441054901767428,log_perturbed_endpoint,H0,theta
10,-0.1,0.0122,0.0004,0.824079548645712,0.07663547196526452,log_perturbed_endpoint,H0,theta
20,-0.1,0.0054,0.0,0.8256093425977818,0.03730133924300576,log_perturbed_endpoint,H0,theta
30,-0.1,0.0036,0.0,0.8303383759246448,0.024376166543098054,log_perturbed_endpoint,H0,theta
40,-0.1,0.002,0.0,0.8360304591338874,0.01919270526070162,log_perturbed_endpoint,H0,theta
50,-0.1,0.002,0.0,0.8388166229631101,0.015492299643692952,log_perturbed_endpoint,H0,theta
60,-0.1,0.001,0.0,0.8445370962946379,0.013445581288171096,log_perturbed_endpoint,H0,theta
70,-0.1,0.0014,0.0,0.8487875992506179,0.01154114172345219,log_perturbed_endpoint,H0,theta
80,-0.1,0.0008,0.0,0.8524970225121178,0.010038251306092798,log_perturbed_endpoint,H0,theta
90,-0.1,0.001,0.0,0.8554563220924661,0.009016388093100808,log_perturbed_endpoint,H0,theta
100,-0.1,0.0006,0.0,0.8591719086359513,0.008223981874986208,log_perturbed_endpoint,H0,theta
110,-0.1,0.0002,0.0,0.8617414681243813,0.007383295478785534,log_perturbed_endpoint,H0,theta
120,-0.1,0.0,0.0,0.8661997811542935,0.006856941110157443,log_perturbed_endpoint,H0,theta
130,-0.1,0.0004,0.0,0.869497452414528,0.006430732289821081,log_perturbed_endpoint,H0,theta
140,-0.1,0.0004,0.0,0.8720908553820081,0.006063992568368719,log_perturbed_endpoint,H0,theta
150,-0.1,0.0,0.0,0.8748578003424625,0.005801009209345414,log_perturbed_endpoint,H0,theta
160,-0.1,0.0002,0.0,0.877808016841399,0.00544998912154137,log_perturbed_endpoint,H0,theta
170,-0.1,0.0004,0.0,0.8801333415022607,0.0051579806557424486,log_perturbed_endpoint,H0,theta
180,-0.1,0.0008,0.0,0.8829451421467689,0.004900282590718988,log_perturbed_endpoint,H0,theta
190,-0.1,0.0008,0.0,0.885752432869715,0.004671411267306049,log_perturbed_endpoint,H0,theta
200,-0.1,0.0006,0.0,0.8880557200684943,0.004511649778866369,log_perturbed_endpoint,H0,theta
210,-0.1,0.0004,0.0,0.8910736921174097,0.004353211936493382,log_perturbed_endpoint,H0,theta
220,-0.1,0.0004,0.0,0.8936045700363373,0.004150645154923893,log_perturbed_endpoint,H0,theta
230,-0.1,0.0002,0.0,0.8957396822132542,0.003926930638362135,log_perturbed_endpoint,H0,theta
240,-0.1,0.0,0.0,0.8977932193382723,0.0037237550276982686,log_perturbed_endpoint,H0,theta
250,-0.1,0.0,0.0,0.8994583566527068,0.0035768764112345686,log_perturbed_endpoint,H0,theta
260,-0.1,0.0002,0.0,0.901173940138235,0.0034492246913118405,log_perturbed_endpoint,H0,theta
270,-0.1,0.0,0.0,0.903177042847849,0.0033553523934383004,log_perturbed_endpoint,H0,theta
280,-0.1,0.0,0.0,0.9050056033344427,0.0032593903594432057,log_perturbed_endpoint,H0,theta
290,-0.1,0.0002,0.0,0.9067998273321709,0.003170341861564555,log_perturbed_endpoint,H0,theta
300,-0.1,0.0006,0.0,0.9082286548681066,0.003098357913571957,log_perturbed_endpoint,H0,theta
310,-0.1,0.0006,0.0,0.9101426590639566,0.0030271779033660797,log_perturbed_endpoint,H0,theta
320,-0.1,0.0002,0.0,0.9117992915787363,0.0029395506576082794,log_perturbed_endpoint,H0,theta
330,-0.1,0.0006,0.0,0.913504463960833,0.002851485141268238,log_perturbed_endpoint,H0,theta
340,-0.1,0.0006,0.0,0.9149418493826023,0.0028052984079386316,log_perturbed_endpoint,H0,theta
350,-0.1,0.0004,0.0,0.916851608079829,0.0027435206374977505,log_perturbed_endpoint,H0,theta
360,-0.1,0.001,0.0,0.9186177647021133,0.002689568110379839,log_perturbed_endpoint,H0,theta
370,-0.1,0.0008,0.0,0.9201688531490448,0.0025985802857893914,log_perturbed_endpoint,H0,theta
380,-0.1,0.001,0.0,0.9219534245106974,0.002523090667844836,log_perturbed_endpoint,H0,theta
390,-0.1,0.0002,0.0,0.923633466358469,0.0024659888066377133,log_perturbed_endpoint,H0,theta
400,-0.1,0.0006,0.0,0.9253290303123572,0.002385814308210685,log_perturbed_endpoint,H0,theta
410,-0.1,0.0008,0.0,0.9268615166264903,0.002344894153854786,log_perturbed_endpoint,H0,theta
420,-0.1,0.001,0.0,0.9282592324383754,0.0022847300290902055,log_perturbed_endpoint,H0,theta
430,-0.1,0.0012,0.0,0.9297756250073115,0.0022568381131679825,log_perturbed_endpoint,H0,theta
440,-0.1,0.0012,0.0,0.9314246052817076,0.002219466205025019,log_perturbed_endpoint,H0,theta
450,-0.1,0.001,0.0,0.9329713650744615,0.0021815328824204496,log_perturbed_endpoint,H0,theta
460,-0.1,0.0016,0.0,0.9344576427392647,0.0021395882742740032,log_perturbed_endpoint,H0,theta
470,-0.1,0.002,0.0,0.9359212606092493,0.0021046911111281537,log_perturbed_endpoint,H0,theta
480,-0.1,0.0016,0.0,0.9374754482935758,0.002038762601223095,log_perturbed_endpoint,H0,theta
490,-0.1,0.002,0.0,0.938907543071454,0.002007136596653201,log_perturbed_endpoint,H0,theta
500,-0.1,0.0014,0.0,0.9402885562769839,0.0019815097028143764,log_perturbed_endpoint,H0,theta
10,0.0,0.0948,0.0068,1.0415751289212132,0.15073866363268723,log_perturbed_endpoint,H0,theta
20,0.0,0.0736,0.0072,1.0169256502076252,0.06460343555803563,log_perturbed_endpoint,H0,theta
30,0.0,0.0732,0.0062,1.0136648757138187,0.043557248285215455,log_perturbed_endpoint,H0,theta
40,0.0,0.0706,0.0048,1.0154337353395295,0.03303762030322323,log_perturbed_endpoint,H0,theta
50,0.0,0.0738,0.0056,1.0097439666596395,0.02661245077925217,log_perturbed_endpoint,H0,theta
60,0.0,0.0694,0.0056,1.0082610329433308,0.021734266078678722,log_perturbed_endpoint,H0,theta
70,0.0,0.0726,0.0068,1.0095839311860435,0.018896199507155535,log_perturbed_endpoint,H0,theta
80,0.0,0.0724,0.0058,1.0088933243561122,0.016343032566239347,log_perturbed_endpoint,H0,theta
90,0.0,0.0684,0.006,1.0067516267129673,0.014204277284562241,log_perturbed_endpoint,H0,theta
100,0.0,0.0696,0.0068,1.0059033585513557,0.012780738112275567,log_perturbed_endpoint,H0,theta
110,0.0,0.0702,0.0068,1.0050574094980527,0.011862984437068288,log_perturbed_endpoint,H0,theta
120,0.0,0.0672,0.006,1.0052500982274457,0.01093762456531236,log_perturbed_endpoint,H0,theta
130,0.0,0.07,0.0054,1.0052375021800088,0.010057502338869899,log_perturbed_endpoint,H0,theta
140,0.0,0.064,0.0046,1.004638431685381,0.009379906233208772,log_perturbed_endpoint,H0,theta
150,0.0,0.063,0.0046,1.003497549564159,0.00871941872689029,log_perturbed_endpoint,H0,theta
160,0.0,0.0666,0.005,1.003271535403212,0.008159789347356384,log_perturbed_endpoint,H0,theta
170,0.0,0.0622,0.0052,1.0030351324942859,0.0076311709330645055,log_perturbed_endpoint,H0,theta
180,0.0,0.0642,0.004,1.0038297699281626,0.00726793288658424,log_perturbed_endpoint,H0,theta
190,0.0,0.0626,0.0044,1.004520052959605,0.006800611350190731,log_perturbed_endpoint,H0,theta
200,0.0,0.0652,0.0048,1.0035131922424532,0.006470838355048975,log_perturbed_endpoint,H0,theta
210,0.0,0.0658,0.0046,1.0038211430637025,0.0062115941003528154,log_perturbed_endpoint,H0,theta
220,0.0,0.0646,0.0044,1.0037933550001057,0.005850345519006605,log_perturbed_endpoint,H0,theta
230,0.0,0.0656,0.0044,1.0037075656155718,0.005507835064745914,log_perturbed_endpoint,H0,theta
240,0.0,0.0652,0.0042,1.0035258372710558,0.005271638905398763,log_perturbed_endpoint,H0,theta
250,0.0,0.0638,0.0042,1.0032060335308097,0.004965790870237608,log_perturbed_endpoint,H0,theta
260,0.0,0.0618,0.003,1.00326372926295,0.004764472768689067,log_perturbed_endpoint,H0,theta
270,0.0,0.0626,0.0034,1.0027514304460259,0.004576682591930256,log_perturbed_endpoint,H0,theta
